,TMDB_ID,Name,Birthday,Deathday,Gender,Place of Birth,Popularity
980296,980296,Grace Hayes,1895-08-23,1989-02-01,0,,1e-06
1466139,1466139,Betty Jaynes,,,0,,0.0
1035801,1035801,Douglas McPhail,,,0,,5e-06
91217,91217,Rand Brooks,1918-09-21,2003-09-01,0,,0.152735
959728,959728,Kay Van Riper,1907-11-09,1948-12-31,1,,0.00224
1585490,1585490,William Ryan,1895-10-30,1968-03-05,2,"Ohio, USA ",0.0
552407,552407,Horace Hodges,1865-12-19,1951-07-06,2,,1e-06
552408,552408,Hay Petrie,1895-07-16,1948-07-30,2,,5e-06
3679,3679,Frederick Piper,1902-09-23,1979-09-22,2," London, England, UK",0.000972
66884,66884,Emlyn Williams,1905-11-26,1987-09-25,2,"Mostyn, Flintshire, Wales, UK",0.54112
552409,552409,William Devlin,1911-12-05,1987-01-25,2,"Aberdeen, Aberdeenshire, Scotland, UK",1e-06
552410,552410,Jeanne De Casalis,1897-05-22,1966-08-19,1,"Basutoland, South Africa",0.1008
69513,69513,Joan Harrison,,,1,,3.4e-05
3353,3353,Daphne Du Maurier,1907-05-13,1989-04-19,1,"London, England, UK",0.001305
9069,9069,Bert Lahr,1895-08-13,1967-12-04,2,"New York City, New York, United States",3e-06
9070,9070,Jack Haley,1898-08-10,1979-06-06,0,"Boston, Massachusetts, USA",1.572353
9073,9073,Clara Blandick,1876-06-04,1962-04-15,1,Onboard American ship in Hong Kong,0.010085
1468722,1468722,The Singer Midgets,,,0,,0.0
9052,9052,Noel Langley,1911-12-25,1980-11-04,2,,0.36
9053,9053,Florence Ryerson,,,1,,0.470323
9051,9051,L. Frank Baum,1856-05-15,1919-05-06,2,"Chittenango, New York, USA",0.004088
116185,116185,Ina Claire,1893-10-15,1985-02-21,1,,0.0445
2494,2494,Felix Bressart,1892-03-02,1949-03-17,2,"Eydtkuhnen, East Prussia, Germany [now Chernyshevskoe, Russia]",0.001655
19551,19551,Gregory Gaye,1900-10-10,1993-08-23,2,"St. Petersburg, Russian Empire [now Russia]",0.002083
12362,12362,Walter Reisch,1903-05-23,1983-03-28,2,,0.001568
2498,2498,Melchior Lengyel,1880-01-12,1974-10-23,2,"Balmazújváros, Hungary",0.000759
14029,14029,Reginald Gardiner,1903-02-27,1980-07-07,2,,0.220578
22099,22099,Jean Del Val,1891-11-17,1975-03-13,2,,1e-06
117770,117770,Crane Whitley,1899-10-28,1958-02-28,2,,0.001361
1097896,1097896,Monica Bannister,,,1,,0.0
1422967,1422967,Bonnie Bannon,,,0,,0.0
131406,131406,Charley Rogers,1887-01-15,1956-12-20,2,"Birmingham, England, UK",0.006026
930386,930386,Fred Schiller,,,0,,5.9e-05
1022678,1022678,Harry Langdon,1884-06-15,1944-12-22,2,"Council Bluffs, Iowa, USA",3.4e-05
88870,88870,Mary Boland,1880-01-28,1965-06-23,1,"Philadelphia, Pennsylvania, USA",0.061554
3360,3360,Joan Fontaine,1917-10-22,2013-12-15,1,"Tokyo, Japan",0.927093
88871,88871,Phyllis Povah,1893-07-21,1975-08-07,0,,0.0504
14689,14689,Virginia Weidler,1927-03-21,1968-07-01,1,"Eagle Rock, California, USA",0.044776
83260,83260,Lucile Watson,1879-05-27,1962-06-24,1,"Quebec City, Quebec, Canada",5.9e-05
88872,88872,Clare Boothe Luce,,,0,,0.009072
40035,40035,F. Scott Fitzgerald,1896-09-24,1940-12-21,2,,0.072702
10015,10015,Edward Woehler,,,2,,0.000123
11534,11534,Nora Gregor,1901-02-03,1949-01-20,1,"Görz, Istria, Austria-Hungary, now Gorizia, Italy",2.3e-05
11535,11535,Paulette Dubost,1910-10-08,2011-09-21,1,"Paris, Ile-de-France, France",0.049588
9744,9744,Mila Parély,1917-10-07,2012-01-14,1,"Paris, Ile-de-France, France",0.734971
11537,11537,Odette Talazac,1883-05-06,1948-03-29,1,"Paris, Ile-de-France, France",0.12
11538,11538,Claire Gérard,,,0,,0.000159
11539,11539,Anne Mayen,,,0,,0.00635
11540,11540,Lise Elina,,,0,,0.001808
11541,11541,Julien Carette,1897-12-23,1966-07-20,2,,0.007085
11542,11542,Roland Toutain,1905-10-18,1977-10-16,2,,0.002006
133185,133185,Henri Cartier-Bresson,,,0,,0.007462
133187,133187,André Zwoboda,,,0,,4.8e-05
10538,10538,Vivien Leigh,1913-11-05,1967-07-07,1,"Darjeeling, West Bengal, British India",0.349184
11494,11494,Evelyn Keyes,1916-11-20,2008-07-04,1,"Port Arthur, Texas, U.S.",0.184692
11495,11495,Ann Rutherford,1917-11-02,2012-06-11,1,Vancouver British Columbia Canada,0.002255
11496,11496,George Reeves,1914-01-05,1959-06-16,2,"Woolstock, Iowa, USA",0.118405
11487,11487,Margaret Mitchell,,,0,,0.000428
11488,11488,Sidney Howard,,,0,,4e-06
91234,91234,Eric Stacey,1903-12-05,1969-05-01,0,England,0.036
1623581,1623581,Ralph Slosser,,,0,,0.07056
32923,32923,Brian Aherne,1902-05-02,1986-02-10,2,"King's Norton, Worcestershire, England, UK",0.622598
33747,33747,Joseph Calleia,1897-08-04,1975-10-31,0,"Saqqajja Square, Rabat, Malta",0.14744
25173,25173,Gale Sondergaard,1899-02-15,1985-08-14,1,"Litchfield, Minnesota, USA",0.187485
29273,29273,Gilbert Roland,1905-12-11,1994-05-15,0,"Juarez, Chihuahua, Mexico",0.65648
113702,113702,Wolfgang Reinhardt,,,0,,0.000101
135473,135473,Franz Werfel,,,0,,0.24
1108155,1108155,Bertita Harding,,,0,,0.14112
8518,8518,Dorris Bowdon,1914-12-27,2005-08-09,1,,2.5e-05
22603,22603,Arthur Shields,1896-02-15,1970-04-27,2,"Dublin, Ireland",0.010471
34117,34117,Robert Lowery,1913-10-17,1971-12-26,2,"Kansas City, Missouri, USA ",0.000249
112364,112364,Roger Imhof,1875-08-15,1958-04-15,0,,3.7e-05
1085187,1085187,Walter D. Edmonds,,,0,,2e-06
103792,103792,Jimmy Ritz,,,0,,0.01512
103791,103791,Harry Ritz,,,0,,0.0
1163067,1163067,Al Ritz,,,0,,0.000241
12025,12025,Patsy Kelly,1910-01-12,1981-09-24,1,,0.015362
120779,120779,Wally Vernon,1905-05-27,1970-03-07,2,,3e-06
3359,3359,Laurence Olivier,1907-05-22,1989-07-11,2,"Dorking, Surrey, England, UK",2.396556
30126,30126,Flora Robson,1902-03-28,1984-07-07,1,"South Shields, (which was then in County Durham), England",0.281294
30227,30227,Hugh Williams,1904-03-06,1969-12-07,2,,3.096625
2642,2642,Leo G. Carroll,1892-10-25,1972-10-16,2,"Weedon, Northamptonshire, England, U.K.",0.798209
30228,30228,Cecil Kellaway,1893-08-22,1973-02-28,2,"Cape Town, South Africa",1.733889
30224,30224,Emily Brontë,1818-07-30,1848-12-19,1,,0.2136
14824,14824,Charles MacArthur,,,2,,0.00112
31974,31974,Walter Mayo,,,0,,6e-05
30239,30239,Abner Biberman,1909-04-01,1977-06-20,2,,0.4
4119,4119,John Qualen,1899-12-08,1987-09-12,2,"Vancouver, British Columbia, Canada",0.37632
30241,30241,Helen Mack,1913-11-13,1986-08-13,1,,0.13731
4358,4358,Charles Lederer,,,2,,8.9e-05
1312730,1312730,Cliff P. Broughton,,,0,,0.07056
89088,89088,Hedy Lamarr,1914-11-09,2000-01-19,1,"Vienna, Austria",0.202702
103660,103660,Natasha Lytess,,,0,,0.036
14533,14533,Vladimir Sokoloff,1889-12-26,1962-02-15,2,"Moscow, Russian Empire [now Russia]",3.57322
78849,78849,Edgar Barrier,1907-03-04,1964-06-20,2,"New York City, New York, USA",0.8
95013,95013,Edward Ashley,1904-08-12,2000-05-05,0,,0.159386
939983,939983,Marten Lamont,1911-03-16,,2,,2.9e-05
98964,98964,Marjorie Wood,,,0,,0.138298
1215925,1215925,Marsha Hunt,1917-10-17,,1,"Chicago, Illinois, USA",0.783715
32982,32982,Jane Austen,1775-12-16,1817-07-18,1,,1.297635
89860,89860,Aldous Huxley,,,0,,0.183688
8515,8515,Jane Darwell,1879-10-15,1967-08-13,1,"Palmyra, Missouri, USA",0.284199
8519,8519,Russell Simpson,1880-06-17,1959-12-12,2,"Danville, California, USA",2.3e-05
8520,8520,O.Z. Whitehead,1911-03-01,1998-07-29,2,"New York City, New York,",0.130374
8522,8522,Zeffie Tilbury,1863-11-20,1950-07-24,1,"Paddington, London, England, UK",0.004126
1093512,1093512,Edward O'Fearna,,,0,,0.312
39799,39799,Louis Hayward,1909-03-19,1985-02-21,0,"Johannesburg, South Africa",0.744294
83477,83477,Virginia Field,1917-11-04,1992-01-02,0,"London, England, UK",2.044395
103498,103498,Mary Carlisle,1912-02-03,,1,,1e-06
32107,32107,Frank Davis,1897-10-24,1984-12-19,2,,0.0
592459,592459,Tess Slesinger,,,0,,0.0
71784,71784,Sabu,1924-01-27,1963-12-02,2,"Karapur, Mysore, Kingdom of Mysore, British India",0.745276
39800,39800,June Duprez,1918-05-14,1984-10-30,1,"Teddington, Middlesex, England, UK",0.010603
1276503,1276503,Rex Ingram,1885-10-20,1969-09-19,2,"Cairo, Illinois, USA",0.020374
71785,71785,John Justin,1917-11-24,2002-11-29,2,"London, England",0.00194
47395,47395,Miles Malleson,1888-05-25,1969-03-15,2,"Croydon, Surrey, England",0.000151
1043451,1043451,Morton Selten,,,0,,0.05004
568361,568361,Mary Morris,1915-12-13,1988-10-14,1,Fiji,0.006462
1249787,1249787,Adelaide Hall,1901-10-20,1993-11-07,0,,0.0
71787,71787,Ludwig Berger,1892-01-06,1969-05-18,2,"Mainz, Germany",0.029635
68424,68424,Michael Powell,1905-09-30,1990-02-19,2,"Bekesbourne, Kent, England",0.002033
65852,65852,Zoltan Korda,1895-06-03,1961-10-13,2,"Pusztaturpaszto, Túrkeve, Austria-Hungary [now Hungary]",0.004879
7647,7647,Miklós Rózsa,1907-04-18,1995-07-27,2,"Budapest, Austria-Hungary [now Hungary]",0.321679
30201,30201,Wilfred Lucas,1871-01-30,1940-12-05,2,,2.1e-05
141067,141067,Forbes Murray,1884-11-04,1982-11-18,2,"Hamilton, Ontario, Canada",2.8e-05
5,5,Peter Cushing,1913-05-26,1994-08-11,2,"Kenley, Surrey, England, UK",5.016738
140874,140874,Anita Garvin,1906-02-11,1994-07-07,1,"New York City, New York, USA ",0.002667
27164,27164,Frank Baker,1892-10-11,1980-12-30,0,"Melbourne, Australia",0.000476
144021,144021,Eddie Borden,1888-05-01,1955-07-01,2,"Deer Lodge, Tennessee, USA",4.3e-05
141065,141065,Alfred J. Goulding,1885-01-26,1972-04-25,2,"Melbourne, Victoria, Australia",4e-06
97037,97037,James Ellison,1910-05-04,1993-12-23,2,"Guthrie Center, Iowa, USA",0.311079
1061156,1061156,Louise Campbell,,,0,,0.036
13999,13999,Joan Carroll,1932-01-18,,1,,0.015659
119401,119401,Minnie Dupree,,,0,,0.58552
127515,127515,Jack Hively,1910-09-05,1995-12-19,0,,0.065408
94762,94762,Michael Kanin,1910-02-01,1993-03-12,2,,3.9e-05
120546,120546,Jerome Cady,,,2,,3e-06
3361,3361,George Sanders,1906-07-03,1972-04-25,2,"St. Petersburg, Russian Empire [now Russia]",3.773245
3362,3362,Judith Anderson,1897-02-10,1992-01-03,1,"Adelaide, South Australia, Australia",0.602832
3366,3366,Gladys Cooper,1888-12-18,1971-11-17,1,"Chiswick, England, UK",0.000657
3367,3367,Florence Bates,1888-04-15,1954-01-31,1,"San Antonio, Texas, USA",0.027204
3368,3368,Leonard Carey,1887-02-25,1977-09-11,2,,6e-06
231131,231131,Michael Hogan,,,0,,5.1e-05
1351504,1351504,Edmond F. Bernoudy,,,0,,1e-06
20124,20124,Gene Tierney,1920-11-19,1991-11-06,1,"Brooklyn, New York, USA",3.180058
55278,55278,Jackie Cooper,1922-09-15,2011-05-03,2,"Los Angeles, California, USA",1.426589
115772,115772,Charles Tannen,1915-10-22,1980-12-28,0,,0.0
34497,34497,Lloyd Corrigan,1900-10-16,1969-11-05,2,"San Francisco, California, USA",1.7e-05
96069,96069,Edward McWade,1865-01-14,1943-05-17,2," Washington, D.C",0.231364
1044294,1044294,Queenie Vassar,1870-10-28,1960-09-11,1,,5e-06
1044338,1044338,Carmen Morales,,,1,,0.0
1268949,1268949,Victoria Lincoln,,,0,,0.0
46098,46098,Cathleen Nesbitt,1888-11-24,1982-08-02,1,,0.191568
137876,137876,Gina Malo,1909-06-01,1963-11-30,1,,0.0
119342,119342,David Horne,1898-07-14,1970-03-15,2,"Balcombe, Sussex, England",0.000408
137875,137875,Romilly Lunge,,,2,,0.0008
137879,137879,Richard Bird,1895-04-04,1979,2,"Liverpool, England, UK",0.00324
27945,27945,J.H. Roberts,1884-07-11,1961-02-01,2,"London, England",0.0
137881,137881,Harry Hutchinson,,,0,,0.009072
1059261,1059261,Norman Lee,,,0,,0.0
3485,3485,Edgar Wallace,1875-04-01,1932-02-10,0,London - England - UK,0.000137
14683,14683,Ruth Hussey,1911-10-30,2005-04-19,1,"Providence, Rhode Island, U.S.",0.884817
14686,14686,Mary Nash,1884-08-15,1976-12-03,1,"Troy, New York, USA",0.728
14677,14677,Waldo Salt,1914-10-18,1987-03-07,2,,0.071568
2755,2755,Albert Dekker,1905-12-20,1968-05-05,2,"Brooklyn, New York, USA",1.825893
101881,101881,John Arledge,1906-03-12,1947-05-15,0,,1e-06
14509,14509,Frederick Worlock,1886-12-14,1973-08-01,2,"London, England, UK",0.1512
14855,14855,Frank Borzage,1894-04-23,1962-06-19,2,"Salt Lake City, Utah, U.S.",1.12
148562,148562,Lawrence Hazard,1897-05-12,1959-04-01,2,"Darien, Connecticut, USA",0.000921
93631,93631,Lesser Samuels,,,0,,0.002667
11028,11028,George Coulouris,1903-10-01,1989-04-25,2,"Manchester, England, UK",0.566522
1167856,1167856,Rachel Field,,,0,,0.000245
117636,117636,Maris Wrixon,1916-12-28,1999-10-06,1,"Pasco, Washington. USA",0.000661
117637,117637,Gene O'Donnell,1911-02-28,1992-11-22,0,"Iowa, USA",0.168
117638,117638,Dorothy Vaughan,1890-11-05,1955-03-15,0,"St. Louis, Missouri, USA",3e-06
100806,100806,Henry Hall,1876-11-05,1954-12-11,2,"Washington Township, Buchanan County, Missouri, USA",0.30576
105810,105810,Selmer Jackson,1888-05-07,1971-03-30,2,"Lake Mills, Iowa, USA",0.01205
114288,114288,Gertrude Hoffmann,1871-05-17,1966-10-21,1,"Heidleberg, Germany",0.05004
1075381,1075381,Jessie Arnold,1884-12-03,1955-05-05,1,,1.5e-05
31771,31771,Billy Bletcher,1894-09-24,1979-01-05,2,"Lancaster, Pennsylvania, USA",0.368593
948509,948509,Harry C. Bradley,1869-04-15,1947-10-18,2,"San Francisco, California.",0.4
117624,117624,Adam Shirk,,,0,,0.4
117630,117630,Richard Carroll,1898-10-27,1959-03-11,2,"Cambridge, Massachusetts, USA",0.002667
5028,5028,Curt Siodmak,1902-08-10,2000-09-02,2,"Dresden, Germany",0.000448
14869,14869,Margaret Sullavan,1909-05-16,1960-01-01,1,"Norfolk, Virginia, United States",7.3e-05
2493,2493,Robert Stack,1919-01-13,2003-05-14,2,"Los Angeles, California, USA",1.911479
14871,14871,Irene Rich,1891-10-13,1988-04-22,1,Buffalo - New York - USA,0.000234
14872,14872,William T. Orr,1917-09-27,2002-12-25,2,,0.02052
14856,14856,Phyllis Bottome,,,0,,0.000803
14857,14857,George Froeschel,1891-03-09,1979-11-22,2,,0.029423
14858,14858,Hans Rameau,1901-11-28,1980-04-09,0,,0.000531
33923,33923,Mel Blanc,1908-05-30,1989-07-10,2,"San Francisco, California, USA",3.326276
67369,67369,Don Brodie,1899-05-29,2001-01-08,0,"Cincinnati, Ohio, U.S.A",0.821689
5463,5463,Marion Darlington,1910-11-07,1991-03-17,1,"Monrovia, California, USA",1.2e-05
67370,67370,Frankie Darro,1917-12-22,1976-12-25,2,"Chicago, Illinois, USA",1.422247
30236,30236,Cliff Edwards,1895-06-14,1971-07-17,2,,0.004682
96053,96053,Charles Judels,1882-08-17,1969-02-14,2,,0.012435
78077,78077,Clarence Nash,1904-12-07,1985-02-20,2,"Watonga, Oklahoma, USA",1.483731
1377560,1377560,Patricia Page,,,0,,6.8e-05
11429,11429,Hamilton Luske,1903-10-16,1968-02-19,2,"Chicago, Illinois, USA",1.628943
11426,11426,Ben Sharpsteen,1895-11-04,1980-12-20,2,"Tacoma, Washington, USA",0.940612
67372,67372,Collodi,1826-11-24,1890-10-26,2,Florence - Tuscany - Italy,0.0
67373,67373,William Cottrell,1906-11-19,1995-12-22,0,South Bend - Indiana - USA,0.000403
67374,67374,Joseph Sabo,,,0,,1e-06
64866,64866,Erdman Penner,1905-01-17,1956-11-10,2,Canada,6.7e-05
67375,67375,Aurelius Battaglia,1910-01-16,1984-05-29,2,Washington - D.C. - USA,0.033869
225715,225715,Albert Hurter,1893-05-11,1942-03-28,0,"Zürich, Switzerland",0.045042
69133,69133,Joe Grant,1908-05-15,2005-05-06,0,"New York, New York, USA",0.103571
77614,77614,John P. Miller,1913-08-31,2004-10-29,2,,0.000956
1095778,1095778,Campbell Grant,1909-11-07,1992-03-24,0,Berkeley - California - USA,0.001152
1515172,1515172,Martin Provensen,1916-07-10,1987-03-27,0,,0.001844
71215,71215,John Walbridge,,,0,,0.019037
18803,18803,Van Heflin,1910-12-13,1971-07-23,2,"Walters, Oklahoma, USA",0.376021
18805,18805,William Lundigan,1914-06-12,1975-12-20,2,"Syracuse, New York, U.S.",0.005852
12156,12156,Alan Baxter,1908-11-19,1976-05-08,2,"East Cleveland, Ohio, USA",1.2
94850,94850,Brenda Marshall,1915-09-29,1992-07-30,1,"Negros, Philippines",1.097116
3428,3428,Howard W. Koch,1916-04-11,2001-02-16,2,"New York City, New York, USA",0.0008
134865,134865,Rafael Sabatini,1875-04-29,1950-02-13,2,"Iesi, Ital",3.1e-05
14028,14028,Jack Oakie,1903-11-12,1978-01-23,2,"Sedalia, Missouri, USA",0.824735
14030,14030,Grace Hayle,1888-07-24,1963-03-20,1,,0.07056
14033,14033,Emma Dunn,1874-02-26,1966-12-14,1,,6.9e-05
1041524,1041524,Wheeler Dryden,,,0,,0.0
14001,14001,Chill Wills,1902-07-18,1978-12-15,2,"Seagoville, Texas, U.S.",4.1e-05
121323,121323,Bess Flowers,1898-11-23,1984-07-28,1,"Sherman, Texas, USA",4.485599
85900,85900,Marion Martin,1908-06-07,1985-08-13,1,"Philadelphia, PA",7e-05
50302,50302,James Edward Grant,1905-07-02,1966-02-19,2,"Chicago, Illinois, USA",7.7e-05
82383,82383,Frieda Inescort,1901-06-29,1976-02-26,0,"Edinburgh, Scotland",0.70552
82384,82384,Bruce Lester,1912-06-06,2008-06-13,2,"Johannesburg, South Africa",0.011201
3678,3678,Elizabeth Inglis,1913-07-10,2007-08-25,0,,0.029635
82385,82385,Victor Sen Yung,1915-10-18,1980-11-01,2,,0.059818
4508,4508,Howard Koch,1901-12-12,1995-08-17,2,,0.000514
565402,565402,Deems Taylor,1885-12-22,1966-07-03,2,"New York City, New York",2e-06
2106,2106,Walt Disney,1901-12-05,1966-12-15,2,"Hermosa, Chicago, Illinois, USA",2.51832
1098082,1098082,Julietta Novis,,,0,,0.811678
233471,233471,Leopold Stokowski,1882-04-18,1977-09-13,2,"London, England, UK",4e-06
5691,5691,Samuel Armstrong,1893-02-05,2976-09-29,2,"Minneapolis, Minnesota, USA",0.00261
5690,5690,James Algar,1912-06-11,1998-02-26,2,"Modesto, California, USA",1.410812
11427,11427,William Roberts,1899-08-02,1974-03-18,2,"Kentucky, USA",0.187221
11428,11428,Paul Satterfield,1960-08-19,,2,,2.9e-05
11430,11430,Jim Handley,,,0,,0.008891
11432,11432,T. Hee,1911-03-26,1998-10-30,0,Oklahoma - USA,0.003086
11434,11434,Wilfred Jackson,1906-06-24,1988-08-07,2,"Chicago, Illinois, USA",1.971623
226599,226599,Norman Ferguson,1902-09-02,1957-11-04,2,"Manhattan, New York City, New York, USA",0.743906
69134,69134,Dick Huemer,1898-01-02,1979-11-30,0,New York City - New York - USA,1.034028
41245,41245,Laraine Day,1920-10-13,2007-11-10,1,"Roosevelt, Utah, USA",0.010522
29137,29137,Albert Bassermann,1867-09-07,1952-05-15,2,Mannheim,2.9e-05
94433,94433,Robert Benchley,1889-09-15,1945-11-21,2,,0.000354
29142,29142,Martin Kosleck,1904-03-24,1994-01-15,2,,0.860343
83236,83236,William Tracy,1917-12-01,1967-06-18,0,,0.066942
34244,34244,Inez Courtney,1908-03-12,1975-04-05,1,,3.5e-05
85957,85957,Sarah Edwards,1881-10-11,1965-01-07,1,,0.617281
57677,57677,Miklós László,,,0,,1e-06
88935,88935,Adolf Wohlbrück,1896-11-19,1967-08-09,2,"Wien, Austria",0.352796
117499,117499,Diana Wynyard,1906-01-16,1964-05-13,1,"London, England, UK",0.105665
106626,106626,Frank Pettingell,1891-01-01,1966-02-17,2,"Liverpool, England, UK",0.000166
153422,153422,Cathleen Cordell,1915-05-21,1997-08-19,1,"Brooklyn, New York, USA",0.000118
29520,29520,Robert Newton,1905-06-01,1956-03-25,2,"Shaftesbury, Dorset, England",4.8e-05
108680,108680,Jimmy Hanley,1918-10-22,1970-01-13,2,"Norwich, Norfolk, England,  United Kingdom",0.004248
47691,47691,Marie Wright,,,0,,2e-05
1290143,1290143,Mary Hinton,,,0,,0.0
253716,253716,Thorold Dickinson,1903-11-16,1984-04-14,2,,0.24
17905,17905,Patrick Hamilton,1904-03-17,1962-09-23,2,,0.0
1094874,1094874,A.R. Rawlinson,1894-08-09,1984-04-20,2,"London, England, UK",0.000241
70296,70296,Bridget Boland,,,0,,1.020992
89253,89253,George Pembroke,1901-12-27,1972-06-11,0,Cananda,0.628
97006,97006,Warren Hull,1903-01-17,1974-09-14,2,"Gasport, New York, USA",0.4704
2934,2934,Mary Gordon,1882-05-16,1963-08-23,1,"Glasgow, Scotland, UK",0.00016
108436,108436,Joel Friedkin,,,0,,0.001361
1003567,1003567,Bruce MacFarlane,,,2,,0.000335
1097503,1097503,Eddie Hart,,,0,,9e-06
1674107,1674107,Willard Hall,,,0,,0.0
138092,138092,Charles Anthony Hughes,,,0,,0.12
1084818,1084818,William West,,,0,,0.000972
40,40,Orson Welles,1915-05-06,1985-10-10,2,"Kenosha, Wisconsin, USA",2.256787
7664,7664,Joseph Cotten,1905-05-15,1994-02-06,2,"Petersburg, Virginia, USA",2.701763
11029,11029,Dorothy Comingore,1913-08-24,1971-12-30,1,,0.023146
14518,14518,Ray Collins,1889-12-10,1965-07-11,2,"Sacramento, California, U.S.",2.838727
11025,11025,Agnes Moorehead,1900-12-06,1974-04-30,1,"Clinton, Massachusetts, USA",1.865731
11033,11033,Paul Stewart,1908-03-13,1986-02-17,2,"New York City, New York, USA",2.033752
11026,11026,Ruth Warrick,1915-06-29,2005-01-15,1,"Saint Joseph, Missouri, U.S.",0.000531
14364,14364,Erskine Sanford,1885-11-19,1969-07-07,0,,0.042041
11030,11030,William Alland,1916-03-04,1997-11-11,0,,0.0
30012,30012,Herman J. Mankiewicz,1897-11-07,1953-03-05,2,,0.001198
1040011,1040011,Roger Q. Denny,,,0,,0.098784
11783,11783,John Houseman,1902-09-22,1988-10-31,0,"Bucharest, Romania",0.764037
1117970,1117970,Mollie Kent,,,0,,1.8e-05
14511,14511,Fred Fleck,,,2,,2.1e-05
1037347,1037347,Larry Nunn,1925-08-23,1974-10-20,2,,3e-06
81481,81481,Darryl Hickman,1931-07-28,,0,,0.000743
5248,5248,Lee J. Cobb,1911-12-08,1976-02-11,2,"New York City, New York, USA",2.433501
106805,106805,Sidney Miller,1916-10-22,2004-01-10,2,"Shenandoah, Pennsylvania, USA",4e-06
79245,79245,Veronica Lake,1919-11-14,1973-07-07,1,"Brooklyn, New York, USA",0.995084
96722,96722,Byron Foulger,1899-08-27,1970-04-04,2,"Ogden, Utah, USA",1.547728
81283,81283,Margaret Hayes,1916-12-05,1977-01-26,1,,0.061513
30262,30262,Robert Greig,1879-12-27,1958-06-27,2,"Melbourne, Victoria, Australia",0.0
30249,30249,Preston Sturges,1898-08-29,1959-08-06,2,"Chicago, Illinois, USA",5.7e-05
19020,19020,Walter Huston,1883-04-05,1950-04-07,2,"Toronto, Ontario, Canada",1.556037
30290,30290,Victor Mature,1913-01-29,1999-08-04,2,"Louisville, Kentucky, USA",0.743842
105797,105797,Ona Munson,1903-06-16,1955-02-11,1,"Portland, Oregon, USA",0.002412
120758,120758,Phyllis Brooks,1915-07-18,1995-08-01,1,"Boise, Idaho, USA",0.056127
121333,121333,Ivan Lebedeff,1895-06-18,1953-03-31,0,,0.00047
84229,84229,Mike Mazurki,1907-12-25,1990-12-09,2,"Tarnopol, Galicia, Austria-Hungary [now Ternopil, Ukraine]",0.006964
128436,128436,John Colton,1887-12-31,1946-12-26,2,"Minneapolis, Minnesota, USA",1e-06
232198,232198,Geza Herczeg,,,0,,2e-06
14971,14971,James M. Cain,1892-07-01,1977-10-27,2,,0.004302
108076,108076,Rod La Rocque,1898-11-20,1969-10-15,2,"Chicago, Illinois, USA",0.001681
30530,30530,Irving Bacon,1893-09-06,1965-02-05,2,"Saint Joseph, Missouri, USA",0.000293
86358,86358,Robert Presnell Sr.,1894-04-29,1969-02-12,2,,0.00015
14450,14450,Gladys George,1900-09-13,1954-12-08,1,"Patten, Maine, U.S.",1.389801
5740,5740,Lee Patrick,1901-11-22,1982-11-21,1,"New York City, New York, U.S.",0.000447
4114,4114,Sydney Greenstreet,1879-12-27,1954-01-18,2,"Sandwich, Kent, England, UK",0.096902
3339,3339,Elisha Cook Jr.,1903-12-26,1995-05-18,2,"San Francisco, California, USA",0.722557
5165,5165,Dashiell Hammett,1894-05-27,1961-01-10,0,"Saint Mary's County, Maryland, United States",0.745924
1570441,1570441,John Prettyman,,,0,,0.30576
2784,2784,Robert Foulk,1908-05-05,1989-02-25,2,,2e-06
7125,7125,Robert Cummings,1910-06-10,1990-12-02,2,"Joplin, Missouri, USA",1.18323
94110,94110,S.Z. Sakall,1884-02-02,1955-02-12,2,,0.891164
13976,13976,Charles Waldron,1874-12-23,1964-03-04,2,"Waterford, New York, USA",0.002975
83253,83253,Alan Curtis,1909-07-24,1953-02-02,2,,0.649002
11128,11128,Arthur Kennedy,1914-02-17,1990-01-05,2,"Worcester, Massachusetts, USA",2.253097
30269,30269,Joan Leslie,1925-01-26,,1,"Detroit, Michigan, United States",0.00195
1529473,1529473,Russell Saunders,,,0,,0.0
30260,30260,Martha O'Driscoll,1922-03-04,1998-11-03,1,,0.2184
30261,30261,Janet Beecher,1884-10-21,1955-08-06,0,,0.23856
556501,556501,Monckton Hoffe,,,0,,0.000172
1369142,1369142,Barton Adams,,,0,,1.8e-05
124605,124605,Mel Epstein,1910-03-25,1994-12-14,2,,0.4
1417662,1417662,Claire Behnke,,,0,,0.098784
10022,10022,Martha Scott,1912-09-22,2003-05-28,1,"Jamesport, Missouri, U.S.",1.2e-05
87697,87697,William Gargan,1905-07-17,1979-02-17,2,"Brooklyn, New York, USA",0.317489
34759,34759,Sterling Holloway,1905-01-04,1992-11-22,2,"Cedartown, Georgia, USA",1.947643
93896,93896,Mary Anderson,1918-04-03,2014-04-06,1,"Birmingham, Alabama, U.S.",0.002372
96257,96257,Donald Douglas,1905-08-24,1945-12-31,2,"Kinleyside, Scotland, UK",0.002095
78793,78793,John Archer,1915-05-08,1999-12-03,2,"Osceola, Nebraska, USA",0.023768
74878,74878,Tay Garnett,1894-06-13,1977-10-03,2,"Los Angeles, California, USA",0.550963
1700771,1700771,Bess Streeter Aldrich,,,0,,0.0
103892,103892,Stephen Vincent Benét,,,0,,0.027881
1283611,1283611,Adelaide Heilbron,,,0,,0.0
96994,96994,Eric Portman,1901-07-13,1969-12-07,2,"Halifax, Yorkshire",2.675701
